transaction_id,user_id,merchant_id,amount,status,payment_method,transaction_date,device
T997985,U14403,M1354,₦16040,FAILED,Card,7/4/2026,Web
T681004,U13091,M1332,NGN 15849,Success,Card,23/12/2025,POS
T262470,U10307,M1254,4711,Success,Card,6/5/2025,Web
T907710,U10662,M1486,40199,FAILED,USSD,5/29/2024,Mobile
T793836,U11284,M1442,₦38466,FAILED,USSD,29/08/2024,Web
T455172,U11496,M1108,₦28682,success,Card,12/1/2026,POS
T744909,U12532,M1143,₦35232,success,USSD,5/28/2024,Mobile
T521555,U14620,M1307,₦29409,success,Card,12/1/2024,POS
T432221,U13554,M1298,5286,Success,,8/17/2024,Web
T791323,U13566,M1306,48466,Success,Card,19/01/2026,Mobile
T217412,U10521,M1413,₦27048,Pending,USSD,2/15/2025,POS
T779610,U10926,M1032,33031,success,Card,11/3/2025,Web
T933426,U14924,M1117,NGN 37973,success,Card,3/10/2025,Web
T671710,U13611,M1455,NGN 8772,Pending,Transfer,11/26/2024,POS
T107806,U11532,M1282,15472,Success,USSD,10/2/2025,Mobile
T476620,U10387,M1164,33029,Success,Transfer,9/8/2024,Mobile
T200608,U11226,M1334,37518,Success,USSD,10/28/2024,POS
T471075,U14327,M1290,35902,FAILED,USSD,10/22/2025,POS
T674545,U12226,M1139,₦4553,success,,26/04/2025,Web
T172754,U11529,M1463,30184,Success,USSD,11/5/2024,POS
T420920,U14337,M1241,₦30073,FAILED,,31/07/2024,Mobile
T128782,U10387,M1426,14848,Pending,Card,12/12/2024,POS
T385438,U13205,M1446,₦20333,FAILED,Card,8/9/2024,Mobile
T916466,U11811,M1469,44191,Success,,8/11/2024,POS
T494420,U13545,M1428,₦24674,FAILED,Card,18/10/2024,POS
T974960,U14188,M1436,1464,FAILED,,27/02/2026,Web
T663952,U14706,M1108,31865,success,Card,10/6/2025,Web
T379500,U11849,M1236,₦32049,Success,Transfer,13/10/2024,Mobile
T827613,U14640,M1374,5516,Success,Card,11/10/2024,Mobile
T543114,U12228,M1254,₦29956,FAILED,Transfer,18/07/2024,POS
T338947,U11379,M1041,₦42850,Success,Card,1/25/2025,Web
T536764,U11094,M1120,42569,Pending,Transfer,7/4/2024,POS
T920813,U11795,M1485,₦7247,Success,Transfer,8/5/2025,Web
T270373,U12047,M1251,NGN 24347,Success,Transfer,20/06/2025,Web
T939074,U11606,M1377,₦14312,Pending,USSD,12/6/2025,Mobile
T537094,U12620,M1206,NGN 23981,Pending,,2/10/2026,Mobile
T790379,U12733,M1471,NGN 49115,Success,Card,2/4/2025,POS
T683181,U14716,M1336,23713,success,Card,19/08/2024,Web
T155717,U10758,M1436,24510,FAILED,Transfer,10/15/2024,POS
T882589,U12728,M1232,NGN 45206,Success,Card,4/7/2025,Web
T847030,U12242,M1317,NGN 40797,Success,USSD,1/11/2026,POS
T464435,U10935,M1489,7601,FAILED,,7/7/2024,Mobile
T789770,U14865,M1174,39200,Success,,3/28/2025,Mobile
T976151,U13331,M1470,344,Pending,Transfer,2/11/2025,Web
T662381,U14532,M1185,28162,FAILED,USSD,7/22/2024,POS
T518428,U11800,M1254,44990,Pending,,12/10/2024,POS
T469303,U14911,M1023,₦40779,success,USSD,2/4/2026,Mobile
T941072,U14596,M1052,15369,success,Transfer,6/7/2024,Web
T635164,U12537,M1314,NGN 17753,Success,,4/15/2025,Web
T267951,U14494,M1264,₦25326,Pending,Transfer,5/26/2024,Web
T162709,U13064,M1384,₦35325,success,Card,10/18/2025,Web
T760548,U11635,M1039,NGN 5478,success,USSD,31/03/2025,Mobile
T565856,U10039,M1083,7261,FAILED,,5/16/2025,Web
T578402,U14732,M1403,₦20201,Pending,Transfer,11/2/2025,Mobile
T907212,U10903,M1247,14954,Success,,4/30/2025,Mobile
T463063,U14278,M1279,11251,FAILED,Transfer,4/1/2025,Mobile
T839419,U12573,M1356,NGN 41688,Pending,USSD,4/24/2025,POS
T422379,U13661,M1140,₦29422,Pending,Transfer,7/21/2024,Web
T702623,U13439,M1053,NGN 10027,Pending,USSD,5/1/2026,Web
T608669,U14831,M1292,₦28889,Pending,Card,7/9/2025,Mobile
T403215,U12150,M1076,48647,Success,Card,9/20/2025,Mobile
T431619,U12135,M1170,39245,Success,Transfer,18/03/2025,Mobile
T235647,U14209,M1490,24291,success,USSD,11/21/2025,Web
T169911,U13489,M1432,₦497,Pending,Card,4/25/2025,POS
T364157,U14971,M1465,₦25045,FAILED,USSD,26/06/2025,Mobile
T616165,U12863,M1431,₦16185,Success,Card,24/03/2025,Web
T200272,U12261,M1222,NGN 40275,Success,,8/16/2025,Web
T467738,U13883,M1116,₦5119,Pending,,2/13/2026,Web
T858993,U10726,M1103,572,Success,,12/8/2025,Mobile
T748698,U10047,M1249,₦1122,FAILED,,11/13/2025,Mobile
T413621,U12824,M1052,43156,FAILED,Card,18/10/2025,POS
T783154,U12942,M1167,NGN 45357,success,,5/6/2025,Web
T138044,U13825,M1089,NGN 36082,Pending,,6/3/2025,Mobile
T152023,U14383,M1131,₦34012,Success,,12/25/2024,Web
T246717,U13837,M1365,₦34798,success,Card,6/5/2024,POS
T577809,U10143,M1403,2161,Pending,USSD,17/08/2025,Web
T347571,U10179,M1339,₦310,Pending,Card,29/05/2025,Web
T858879,U11018,M1345,NGN 46840,Success,Card,11/20/2025,Web
T321252,U10432,M1014,₦15223,Pending,,3/5/2026,POS
T947009,U13743,M1093,₦9190,success,,6/8/2025,Web
T998741,U12654,M1030,40280,success,Transfer,7/18/2024,Web
T448075,U14793,M1024,3038,Pending,Transfer,15/09/2025,Mobile
T984319,U11153,M1084,21554,FAILED,USSD,11/28/2025,Mobile
T932365,U12817,M1440,₦3535,Pending,Transfer,14/03/2026,Web
T304198,U12840,M1414,NGN 6427,Pending,USSD,2/11/2025,Web
T764226,U13111,M1421,₦3982,Success,,8/6/2024,Web
T111608,U12574,M1045,16828,success,Card,21/10/2025,Web
T929555,U10564,M1311,NGN 6072,Success,Transfer,25/10/2025,Web
T425552,U10404,M1498,NGN 27617,success,USSD,1/10/2024,Mobile
T142700,U10345,M1211,₦28150,success,Transfer,5/31/2025,POS
T313537,U12949,M1435,17123,success,USSD,7/8/2024,Web
T689606,U14630,M1085,₦24170,FAILED,Card,3/15/2026,Web
T609754,U12638,M1090,NGN 18366,FAILED,,11/6/2024,Web
T484007,U12577,M1052,₦26193,FAILED,,6/6/2024,POS
T548956,U14017,M1208,12429,FAILED,,9/3/2024,Mobile
T870906,U10026,M1040,₦5361,success,Card,7/8/2024,Mobile
T897089,U14225,M1252,42305,success,USSD,10/19/2025,Mobile
T401196,U14188,M1109,19846,FAILED,USSD,27/08/2025,Web
T631083,U14312,M1364,NGN 37055,success,,6/11/2024,Mobile
T826803,U11041,M1185,₦36926,FAILED,USSD,7/2/2024,Mobile
T998753,U11575,M1480,40945,success,USSD,1/19/2025,Mobile
T166239,U14015,M1100,NGN 23166,FAILED,,21/04/2024,Mobile
T658442,U14702,M1327,NGN 28447,success,USSD,17/05/2025,Mobile
T598938,U12628,M1212,₦23557,Success,Card,12/17/2025,Mobile
T939722,U11747,M1419,₦2649,success,Transfer,5/9/2024,POS
T319832,U14768,M1173,9267,Success,Transfer,11/28/2025,Web
T636896,U11838,M1069,₦39179,success,USSD,15/03/2025,Mobile
T232713,U11345,M1209,₦17254,success,,11/7/2024,POS
T219318,U12416,M1135,8463,success,,5/7/2024,Web
T138114,U12184,M1164,₦42436,Pending,,10/3/2024,Web
T677187,U14096,M1414,₦32457,Success,Card,12/28/2025,Web
T205296,U11704,M1091,39782,FAILED,Transfer,7/4/2024,Mobile
T819467,U13221,M1097,46385,FAILED,USSD,4/10/2025,POS
T142596,U11700,M1098,NGN 44695,Pending,Transfer,1/9/2025,Mobile
T566020,U10678,M1290,22462,success,Transfer,10/21/2024,POS
T205063,U12900,M1150,36026,FAILED,Transfer,4/5/2024,POS
T592093,U13580,M1327,₦47913,Pending,Card,4/19/2026,Mobile
T550366,U12328,M1011,NGN 21709,success,Card,10/17/2025,POS
T745848,U14375,M1221,NGN 49897,Success,USSD,8/31/2024,Web
T687918,U13576,M1253,NGN 45704,Pending,Transfer,7/27/2025,POS
T697152,U11010,M1454,NGN 7193,FAILED,,25/12/2025,Web
T281744,U11920,M1493,NGN 7814,Success,Card,9/2/2025,Mobile
T195467,U12967,M1172,₦19044,Pending,USSD,3/30/2026,Web
T575091,U11726,M1170,₦14370,success,Transfer,23/12/2024,Mobile
T629210,U14858,M1309,8656,Pending,,2/3/2025,Web
T486900,U14418,M1426,NGN 35033,FAILED,Transfer,6/9/2025,Mobile
T269414,U10549,M1030,NGN 25345,Pending,USSD,11/18/2025,Web
T745663,U12073,M1431,46025,success,,3/2/2026,Web
T928835,U12377,M1383,₦44953,Success,Card,22/05/2025,Web
T619328,U10543,M1339,₦28866,success,Card,8/27/2024,Mobile
T446592,U14696,M1212,₦30308,FAILED,,8/23/2025,Web
T298235,U12717,M1444,NGN 39939,FAILED,Transfer,10/9/2024,Mobile
T204675,U12144,M1290,12443,FAILED,Transfer,11/2/2024,Mobile
T462405,U14490,M1221,₦11163,Pending,Transfer,4/12/2026,Mobile
T754911,U14195,M1055,NGN 49684,Success,USSD,9/7/2024,POS
T855561,U14790,M1059,37733,Success,USSD,10/6/2024,Mobile
T102235,U12934,M1403,₦19224,FAILED,Card,4/8/2025,Mobile
T353898,U12181,M1245,NGN 46239,FAILED,Transfer,2/3/2026,POS
T329821,U13396,M1130,₦26415,success,Transfer,15/02/2026,Web
T242246,U12623,M1354,29737,success,Transfer,26/09/2025,Web
T728833,U13259,M1006,13985,success,USSD,8/27/2024,POS
T575581,U12319,M1362,NGN 5582,FAILED,Transfer,24/04/2025,POS
T698944,U13278,M1270,NGN 15651,FAILED,Transfer,21/07/2024,Web
T997736,U11449,M1009,NGN 33072,Success,Card,10/10/2025,Mobile
T921396,U13147,M1199,₦20197,FAILED,Transfer,1/22/2026,Mobile
T943268,U13999,M1000,₦39778,Success,,4/29/2025,POS
T736899,U13566,M1345,₦1103,FAILED,Card,5/21/2025,Web
T181169,U10612,M1240,40912,success,Transfer,4/9/2025,Web
T241846,U12869,M1458,₦3696,success,,10/2/2025,Web
T657196,U13188,M1026,211,success,,8/9/2025,Web
T583140,U11475,M1393,36167,success,,5/13/2025,Web
T137202,U10940,M1165,₦9167,success,Transfer,10/12/2025,Mobile
T295413,U12757,M1486,13187,Pending,USSD,7/3/2026,Web
T300114,U11932,M1035,₦4500,FAILED,Card,11/5/2024,Web
T337819,U14998,M1148,NGN 33074,FAILED,Transfer,5/30/2024,Web
T553359,U11617,M1044,43092,FAILED,Transfer,8/13/2024,POS
T130779,U11690,M1328,NGN 40397,FAILED,Card,7/1/2025,Mobile
T960839,U13120,M1327,23416,success,,12/11/2025,Web
T317218,U13284,M1156,5864,success,USSD,1/16/2025,POS
T440599,U11382,M1094,NGN 19857,success,Transfer,6/16/2025,Web
T326845,U12529,M1261,NGN 45119,FAILED,Transfer,7/3/2024,POS
T899275,U14654,M1108,NGN 29385,FAILED,,26/01/2026,Web
T430599,U14503,M1122,NGN 29989,success,USSD,8/6/2025,Mobile
T736930,U14064,M1000,NGN 43945,Pending,USSD,9/21/2025,Web
T192625,U11176,M1100,NGN 19002,Success,USSD,15/08/2024,Mobile
T423140,U12140,M1235,NGN 10295,success,Card,19/08/2025,Web
T212251,U13275,M1100,₦1052,Pending,Card,7/19/2025,POS
T698866,U10942,M1129,₦17751,Success,USSD,5/9/2025,Web
T759067,U13251,M1102,39762,FAILED,Transfer,1/5/2024,Mobile
T177741,U11535,M1466,47964,FAILED,USSD,16/05/2025,Mobile
T610077,U13425,M1260,NGN 25496,Pending,,1/7/2024,POS
T508807,U13926,M1322,₦20139,Pending,,9/17/2024,Mobile
T926219,U10729,M1353,₦412,success,Transfer,11/19/2025,Web
T912521,U14595,M1377,NGN 40407,success,Card,21/02/2025,Mobile
T772117,U13416,M1341,11307,Success,,7/4/2025,Web
T396868,U10770,M1438,NGN 39612,FAILED,Card,7/8/2024,POS
T471915,U13460,M1486,₦30224,Pending,Card,4/29/2025,POS
T711488,U12672,M1499,NGN 18657,success,,2/23/2026,Web
T292858,U11291,M1496,NGN 33879,Pending,USSD,9/12/2025,Web
T421754,U10693,M1385,₦4794,Pending,,7/25/2024,POS
T744887,U11390,M1317,₦24257,success,USSD,11/2/2025,POS
T148206,U14482,M1258,39362,Success,,1/3/2026,Mobile
T157510,U11823,M1146,NGN 12632,Pending,Card,7/27/2024,Mobile
T243989,U13840,M1108,₦3328,success,Transfer,7/26/2024,POS
T769444,U14696,M1426,23865,Success,Transfer,11/20/2025,POS
T136902,U13806,M1078,₦10196,success,Card,7/24/2024,Mobile
T871725,U14533,M1076,₦24459,success,USSD,4/3/2026,Mobile
T225794,U11975,M1320,NGN 45892,Pending,,10/9/2025,POS
T579966,U14928,M1080,43445,Pending,,24/08/2024,POS
T357807,U13207,M1003,NGN 10348,FAILED,Transfer,4/7/2026,POS
T949144,U13343,M1168,₦25212,FAILED,USSD,10/28/2025,Web
T495106,U12775,M1235,33456,success,Card,2/1/2026,Mobile
T500686,U14324,M1033,1621,FAILED,Card,10/31/2025,POS
T560369,U11156,M1025,₦46173,Success,Card,5/19/2024,Mobile
T104936,U14241,M1139,₦49855,success,Card,9/2/2025,Mobile
T839724,U14503,M1059,₦38058,Pending,,1/29/2026,Mobile
T756040,U12765,M1000,1485,FAILED,USSD,5/6/2024,Web
T350659,U11399,M1225,₦18638,success,Card,6/25/2024,POS
T394618,U12160,M1390,₦34184,Pending,Card,12/3/2024,Web
T323455,U13346,M1414,₦38890,FAILED,Card,7/20/2024,POS
T903937,U12707,M1442,₦34587,Pending,Transfer,6/2/2024,Mobile
T208807,U11604,M1250,₦33257,FAILED,,11/21/2025,POS
T180171,U10308,M1124,19384,Pending,Transfer,7/7/2024,Web
T450856,U14923,M1137,₦47899,FAILED,Transfer,17/02/2025,POS
T651956,U12866,M1042,13884,success,USSD,24/08/2024,POS
T937761,U10971,M1210,4901,FAILED,,14/01/2025,POS
T945062,U13922,M1054,₦18102,success,Card,8/3/2025,Mobile
T972466,U14947,M1332,₦11749,FAILED,USSD,3/26/2026,Mobile
T677674,U13011,M1269,₦6551,Success,Card,1/19/2026,Web
T147859,U11078,M1097,NGN 25264,FAILED,Transfer,10/11/2024,POS
T516505,U14172,M1083,NGN 38900,Success,Card,24/10/2024,Mobile
T219210,U11151,M1354,₦35348,FAILED,,8/22/2024,Mobile
T619232,U13133,M1202,₦26256,success,,5/28/2025,Web
T711328,U11475,M1237,NGN 36864,FAILED,,4/17/2025,POS
T193991,U14466,M1039,NGN 30238,success,Transfer,24/08/2024,Web
T565175,U10374,M1178,₦43975,Success,USSD,13/02/2025,Mobile
T757547,U14544,M1015,₦209,success,Card,2/19/2026,Mobile
T182446,U12441,M1429,NGN 46257,success,USSD,11/21/2024,Mobile
T415508,U11917,M1010,48560,FAILED,USSD,24/02/2025,POS
T658392,U14822,M1151,₦30537,FAILED,,1/1/2025,Web
T977020,U10128,M1389,₦38087,Success,,28/06/2024,POS
T865865,U14989,M1115,₦47292,FAILED,USSD,7/8/2025,Mobile
T209044,U12982,M1045,NGN 17029,Success,Transfer,11/2/2025,Mobile
T127607,U13631,M1397,14155,Pending,Card,23/09/2025,Mobile
T836982,U10870,M1198,NGN 25468,Pending,USSD,2/5/2024,Web
T664624,U11109,M1407,NGN 45327,Success,,12/21/2025,POS
T905697,U14286,M1470,₦20384,Success,,6/25/2025,Web
T246472,U11854,M1399,39707,FAILED,USSD,4/11/2025,Web
T561303,U11164,M1435,24340,Pending,,1/10/2026,Mobile
T918437,U14675,M1209,₦14677,Pending,Transfer,6/25/2025,POS
T177993,U13343,M1003,NGN 38301,FAILED,USSD,11/27/2024,Web
T834874,U11290,M1442,₦48308,Success,Card,6/10/2024,Web
T832698,U13197,M1216,NGN 3763,Pending,Transfer,14/08/2025,Mobile
T831440,U14469,M1406,6645,success,USSD,7/3/2024,Web
T854569,U10417,M1413,47721,Pending,Card,12/1/2025,POS
T192645,U11301,M1425,30023,FAILED,,4/7/2025,Web
T391778,U10826,M1348,45513,FAILED,,8/6/2024,Web
T199748,U12745,M1234,₦30086,Success,Card,8/22/2025,Mobile
T118820,U10856,M1267,NGN 32484,Success,USSD,12/21/2025,POS
T301078,U13008,M1291,37240,Pending,Transfer,26/11/2025,Mobile
T856482,U12777,M1070,23793,Pending,,11/25/2024,Web
T845978,U11946,M1096,1953,FAILED,Card,1/1/2026,Web
T628461,U13531,M1344,NGN 4397,success,Card,28/09/2024,Mobile
T252108,U11319,M1303,NGN 18467,Pending,USSD,5/6/2025,Mobile
T824503,U10027,M1033,NGN 8218,success,Transfer,5/31/2025,POS
T966543,U11779,M1004,NGN 37143,Success,USSD,6/24/2024,Mobile
T613789,U13443,M1176,NGN 16305,FAILED,Card,11/14/2025,Web
T455618,U13544,M1170,NGN 2877,Success,Transfer,24/07/2024,Web
T612169,U10305,M1344,NGN 36031,Success,USSD,6/25/2025,Mobile
T815334,U13776,M1376,NGN 9472,Success,USSD,9/1/2025,Mobile
T734005,U10557,M1398,NGN 25982,Success,Transfer,11/10/2024,Web
T656406,U14430,M1096,17579,success,,9/7/2025,Web
T533077,U11588,M1199,5311,Pending,Card,5/10/2024,POS
T433740,U11517,M1306,30095,FAILED,Transfer,2/19/2025,Web
T204091,U12928,M1437,40914,Pending,Card,3/26/2025,POS
T200966,U11132,M1132,17452,success,,10/11/2025,Mobile
T140026,U14368,M1411,23798,FAILED,USSD,3/19/2025,Web
T270956,U12175,M1151,NGN 28277,Success,,4/11/2024,POS
T850389,U13014,M1442,₦38879,Success,Transfer,4/3/2026,Mobile
T310660,U14305,M1236,₦37914,Pending,USSD,9/3/2025,Mobile
T276412,U10179,M1051,₦19682,FAILED,USSD,8/9/2024,POS
T282915,U14471,M1339,₦49064,FAILED,Card,15/04/2025,Web
T427113,U13889,M1272,11693,success,USSD,7/12/2025,Mobile
T530492,U11331,M1246,₦14233,success,Card,6/9/2024,POS
T112068,U11981,M1156,37486,FAILED,USSD,12/10/2025,POS
T397074,U12039,M1493,₦32868,Success,Card,6/11/2025,Web
T730519,U13170,M1287,19493,Success,,9/11/2024,POS
T297331,U10468,M1400,43700,Success,Card,9/11/2025,POS
T740507,U14103,M1432,37529,Pending,,19/12/2025,Mobile
T120121,U14888,M1294,30598,Success,Card,12/7/2024,Mobile
T980763,U12876,M1206,NGN 46941,success,USSD,7/12/2025,POS
T239455,U10564,M1029,NGN 26172,Success,Transfer,4/12/2026,Mobile
T575667,U14836,M1498,NGN 22804,FAILED,USSD,2/27/2025,Mobile
T902327,U12103,M1152,3691,Success,USSD,10/11/2025,Web
T349811,U10338,M1483,44659,Pending,Transfer,15/02/2026,Web
T262274,U11535,M1011,₦28529,Success,,12/4/2026,POS
T287562,U14598,M1108,NGN 37340,Success,USSD,11/17/2024,Web
T223237,U11858,M1328,2016,Pending,Card,6/19/2025,Web
T105043,U11773,M1078,NGN 12206,FAILED,Transfer,11/25/2024,Mobile
T588121,U13945,M1469,42570,Pending,,2/7/2025,POS
T494151,U13178,M1443,NGN 17858,FAILED,Transfer,5/15/2024,Web
T899431,U12404,M1258,7751,success,,8/2/2024,POS
T632982,U14508,M1372,₦39704,Pending,,15/04/2026,Web
T399657,U13581,M1406,41621,FAILED,,4/26/2024,Web
T961493,U12451,M1187,₦25952,success,USSD,12/27/2025,Web
T353835,U12173,M1197,NGN 37312,success,USSD,7/12/2024,Web
T251403,U11503,M1341,NGN 22767,Pending,Transfer,20/09/2025,Mobile
T677521,U13825,M1246,NGN 5767,Pending,Transfer,26/05/2024,POS
T387037,U12331,M1286,4553,Pending,,27/01/2025,Web
T915326,U11612,M1299,26811,Success,Card,8/18/2025,Mobile
T662961,U13594,M1436,₦34432,Pending,,12/12/2024,Web
T529717,U14418,M1258,NGN 3689,Pending,,4/21/2026,POS
T865907,U11431,M1487,₦18628,FAILED,Card,4/2/2025,Web
T660975,U12425,M1206,₦30945,success,Card,22/10/2025,Mobile
T909111,U13333,M1169,₦17261,Pending,USSD,6/12/2025,Web
T190064,U11086,M1032,15351,Success,Transfer,10/23/2025,POS
T759162,U14110,M1328,8315,Success,,2/10/2025,POS
T430224,U10885,M1471,NGN 28097,FAILED,,23/11/2024,Mobile
T618148,U10115,M1409,NGN 6816,FAILED,Transfer,1/21/2025,Web
T138791,U10876,M1459,NGN 30450,FAILED,USSD,3/23/2025,Mobile
T506488,U12525,M1039,NGN 12157,success,USSD,9/8/2024,Web
T261665,U14924,M1184,NGN 22044,Pending,,1/19/2025,Web
T497818,U14448,M1122,₦7619,Success,Transfer,10/11/2024,Web
T230378,U10676,M1109,NGN 47063,Success,Card,3/8/2026,Mobile
T882991,U12277,M1307,NGN 5491,Success,Card,10/7/2024,POS
T564354,U12580,M1417,16747,FAILED,,1/15/2025,Web
T404205,U11774,M1076,NGN 16261,success,Transfer,4/8/2026,Mobile
T233582,U10543,M1281,NGN 12436,success,,5/2/2025,POS
T375392,U14239,M1127,47705,Success,USSD,27/01/2025,POS
T952475,U14073,M1105,₦33913,Pending,USSD,11/5/2025,Web
T451171,U13497,M1072,49707,Success,Transfer,26/11/2025,Mobile
T250612,U12125,M1468,41068,Pending,USSD,8/7/2025,POS
T744330,U10238,M1308,₦35607,Pending,,1/14/2025,POS
T590074,U14296,M1101,₦19558,Pending,Transfer,28/06/2024,Web
T855497,U12716,M1257,NGN 26673,Pending,Transfer,2/2/2026,Web
T415128,U13185,M1464,₦49851,Success,Transfer,11/4/2025,POS
T393758,U11145,M1351,₦44947,success,,6/2/2026,POS
T818774,U14645,M1423,₦16200,Success,Card,3/23/2026,Mobile
T290493,U10606,M1174,NGN 2594,Success,Transfer,11/19/2024,POS
T471149,U10641,M1107,33379,FAILED,Card,16/12/2024,Web
T849815,U13176,M1342,7189,success,Transfer,3/2/2026,Mobile
T903627,U14402,M1440,180,Pending,,8/10/2025,Mobile
T156564,U10378,M1105,₦40371,success,,5/11/2024,Web
T400877,U13803,M1260,NGN 15954,FAILED,Transfer,6/2/2024,Web
T369049,U14357,M1158,30751,FAILED,Transfer,2/10/2026,Mobile
T247144,U11788,M1118,NGN 13787,FAILED,USSD,11/30/2025,Web
T555783,U13941,M1120,₦46974,FAILED,USSD,8/11/2024,Mobile
T751135,U13463,M1453,NGN 5156,FAILED,USSD,1/26/2026,POS
T672026,U11216,M1070,27596,success,Card,12/23/2025,POS
T183812,U11222,M1182,43701,success,Transfer,5/29/2024,Mobile
T600365,U14451,M1061,1473,Success,Transfer,1/5/2024,Web
T795185,U13379,M1230,₦1459,Pending,,12/2/2025,POS
T865984,U11527,M1430,44314,FAILED,USSD,7/4/2025,POS
T441709,U14935,M1493,30829,Success,Card,12/20/2024,Mobile
T947532,U13401,M1409,NGN 24601,Pending,Transfer,9/13/2024,POS
T236857,U12445,M1080,2819,FAILED,USSD,5/16/2025,POS
T342045,U14684,M1484,28231,Pending,USSD,16/11/2025,POS
T843173,U10815,M1413,₦14106,Success,Transfer,25/10/2025,POS
T461717,U14124,M1364,44618,success,,10/1/2024,POS
T828817,U13879,M1179,₦12384,success,,11/5/2025,Mobile
T262124,U13185,M1156,₦39810,Success,Card,10/25/2024,Mobile
T919195,U13595,M1416,₦36131,Success,,3/8/2026,Web
T873209,U12519,M1291,27243,Success,,8/22/2024,POS
T706926,U10021,M1372,NGN 20605,Success,,5/8/2024,POS
T331346,U11963,M1176,17604,success,Transfer,11/19/2025,Web
T280525,U10599,M1455,₦1844,Success,,4/1/2026,POS
T104324,U10328,M1275,₦2993,success,Transfer,5/2/2025,Web
T237632,U11366,M1021,NGN 15552,success,USSD,26/03/2025,Mobile
T698996,U14328,M1015,34777,Pending,,1/4/2026,Web
T976395,U10127,M1442,₦7737,FAILED,,9/17/2025,Mobile
T948138,U13815,M1422,17372,Success,Card,18/07/2025,Mobile
T146117,U13212,M1214,37306,Success,,6/11/2024,POS
T863000,U14117,M1186,41360,Pending,Card,2/18/2026,Web
T227002,U13479,M1010,₦13001,FAILED,Card,10/26/2025,POS
T456799,U10127,M1201,₦20112,success,,7/28/2024,POS
T804969,U12862,M1079,45647,Success,,5/18/2024,Web
T879279,U12571,M1220,41761,Pending,,10/8/2025,Web
T910810,U12083,M1210,NGN 26088,Success,USSD,9/14/2024,POS
T419829,U10068,M1008,₦33197,Success,Card,7/5/2024,Web
T300660,U13664,M1261,17342,Pending,Card,1/12/2025,Web
T632299,U11460,M1097,₦15845,success,USSD,8/2/2025,POS
T668525,U11826,M1114,44999,Pending,Transfer,10/16/2024,POS
T319233,U11927,M1137,9359,Success,Card,3/1/2025,Web
T593580,U14045,M1207,7873,Pending,,18/12/2024,Mobile
T832234,U10413,M1018,₦2872,FAILED,Card,4/23/2024,POS
T270581,U12196,M1255,NGN 25083,success,Transfer,12/4/2024,Mobile
T632888,U14734,M1043,19851,Success,Transfer,4/3/2025,POS
T807891,U13185,M1493,₦42183,Success,USSD,6/2/2024,Web
T468031,U14306,M1024,NGN 41607,Success,,18/06/2024,Web
T583317,U12691,M1050,NGN 22281,success,Card,2/16/2026,Mobile
T859788,U14518,M1069,₦48295,Pending,Card,7/29/2025,POS
T394515,U12249,M1131,35325,FAILED,Card,9/22/2024,POS
T761665,U14437,M1044,₦13078,FAILED,USSD,1/21/2026,POS
